,id,Title,Product_URL,Price_now,PHOTO_URL,Brand,Type,Color,Frameininches,Size,Gender,RidingStyle,Material,WheelSize,RearDerailleur,ItemCondition,Availability,bikeID,State,City,BrakingType
0,13058,2018 Heavily Upgraded Cannondale Jekyll 2 ,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/fl/saint-petersburg/2018-heavily-upgraded-cannondale-jekyll-2/184072403,3250.0,https://marketplacer.imgix.net/d-/8G3ztNko8Xqr3mYiKrTnkhyag.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=6d27709bfda153e4dc2fb952bdf684c1,Cannondale,Full Suspension Mountain Bikes,Yellow,"21""",Large,Unisex,Enduro,Carbon,"27.5""",SRAM X01 Eagle,Used,Private ad,184072403,FL,Saint Petersburg,.
1,13059,Specialized Enduro Fsr Comp 29 2016,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/specialized/ca/san-pedro/enduro-fsr-comp-29/134527719,3500.0,https://marketplacer.imgix.net/N6/1TS1xDZay3tIm8dvgiT_6K87k.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=6f6e474945c8e88a6d16aaf8b2191d08,Specialized,Full Suspension Mountain Bikes,Matte Black,"17""",Medium,Unisex,Enduro,Aluminum,"29""",SRAM GX,New,In-store,134527719,CA,San Pedro,.
2,13060,Giant Anthem SX 27.5 2016,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/oh/west-chester/anthem-sx-27-5/145165237,1799.99,https://marketplacer.imgix.net/-Q/n60HKTmpOW9PN2ex9FFQFJHyg.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=0ac7bd5d3917e374a6b53f75ab385077,Giant,Full Suspension Mountain Bikes,Green,"20""",Large,Unisex,Cross Country,Carbon,"27.5""",Shimano SLX,New,In-store,145165237,OH,West Chester,.
3,13061,Cannondale Trigger 27.5 Carbon Black Inc. 2015,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/ca/laguna-woods/trigger-27-5-carbon-black-inc/100011220,6999.99,https://marketplacer.imgix.net/aC/sh5gatS79aaXPdAqqDW7SeUsQ.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=597f29bf1f54ebb44636acad51689c8c,Cannondale,Full Suspension Mountain Bikes,Black,"17"", 19""","Medium, Large",Unisex,Trail,Carbon,"27.5""",SRAM XX1,New,In-store,100011220,CA,Laguna Woods,.
4,13062,Haro Shift R9 LT 2017,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/haro/az/mesa/shift-r9-lt/134718360,1699.99,https://marketplacer.imgix.net/WP/tcSsaSkBikZgTGFODURKT56YI.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=c8e2e294506d5dafafda8a8040d5e9bb,Haro,Full Suspension Mountain Bikes,.,.,.,Unisex,Trail,Aluminum,"27.5""",Shimano XT,New,"Pick Up In Store, In-store",134718360,AZ,Mesa,.
5,13063,Jamis Halo XCT Pro 2017,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/jamis/ia/north-liberty/halo-xct-pro/170692766,2199.99,https://marketplacer.imgix.net/_w/TmQPVmuxJQXyG1mFVRtNP3te8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=3f7f4ff2ad58899f36169aa502a34aec,Jamis,Full Suspension Mountain Bikes,.,.,.,Womens,Trail,Aluminum,"27.5""",Shimano Deore,New,"Pick Up In Store, Buy online",170692766,IA,North Liberty,.
6,13064,Haro FLC 29 Pro Carbon Hard Tail MTB 2017,https://www.bikeexchange.com/a/hardtail-mountain-bikes/haro/az/mesa/flc-29-pro-carbon-hard-tail-mtb/146028689,2499.99,https://marketplacer.imgix.net/-U/WhnaZ-qJdPqQKR-PXyd_BVSY0.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=4a6c1b71aef104b630708ba3f190e670,Haro,Hardtail Mountain Bikes,.,.,.,Unisex,Trail,Aluminum,"29""",SRAM X01,New,"Pick Up In Store, In-store",146028689,AZ,Mesa,.
7,13065,KHS Sixfifty 6700  2017,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/khs/or/bend/sixfifty-6700/136772204,3899.99,https://marketplacer.imgix.net/Ld/lkD0EieoabN4ZtL4-dky67yq4.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=540963af137977b99840ed2e6c6041d7,KHS,Full Suspension Mountain Bikes,.,.,.,Unisex,Trail,Carbon,"27.5""",SRAM X01,New,"Pick Up In Store, Buy online",136772204,OR,Bend,.
8,13067,Cannondale 27.5 Scalpel Si HM WC 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/ia/north-liberty/27-5-scalpel-si-hm-wc/126951576,7000.0,https://marketplacer.imgix.net/Nd/GE-adTu6sPNoA0FK9tBkHVpMw.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=980ab6d9bbb14ad2e14f520399fecfe3,Cannondale,Full Suspension Mountain Bikes,Yellow,"15.5""",Small,Unisex,Cross Country,Carbon,"27.5""",SRAM XX1 Eagle,New,In-store,126951576,IA,North Liberty,.
9,13068,Felt Nine 6 2017,https://www.bikeexchange.com/a/hardtail-mountain-bikes/other/il/mount-vernon/felt-nine-6/119684704,1083.0,https://marketplacer.imgix.net/-F/-PAIV0keQ-FhQT3vFqimIA06M.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=a23b97099418f691dc0d229557dc0185,Other,Hardtail Mountain Bikes,Red,"16"", 18"", 20""","Small, Medium, Large",Unisex,Cross Country,Carbon,"29""",Shimano Deore,New,In-store,119684704,IL,Mount Vernon,.
10,13069,Cannondale 29 Scalpel Si Crb 4 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/wi/green-bay/29-scalpel-si-crb-4/186522262,2999.99,https://marketplacer.imgix.net/5v/-PbZVsED5-fFlsdT6SP0bxrOQ.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=1796ac8edcfa6e8454dea631b9b4de82,Cannondale,Full Suspension Mountain Bikes,Black,"17""",Medium,Unisex,Cross Country,Carbon,"27.5""",SRAM GX Eagle,New,In-store,186522262,WI,Green Bay,.
11,13070,Cannondale 29 M F-Si HM World Cup 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/cannondale/ia/north-liberty/29-m-f-si-hm-world-cup/126951617,6500.0,https://marketplacer.imgix.net/5i/QqP8lyGEDLDetBurZCKzJTShc.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=e5ba7555f38e5a87c630ab818b06b388,Cannondale,Hardtail Mountain Bikes,Green,"17"", 19"", 21""","Medium, Large, XL",Unisex,Cross Country,Carbon,"29""",SRAM XX1 Eagle,New,In-store,126951617,IA,North Liberty,.
12,13071,Cannondale 29 Scalpel Si Crb 3 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/wi/green-bay/29-scalpel-si-crb-3/186525226,3999.99,https://marketplacer.imgix.net/fq/QuCn3n5aMV9jT7JY7-wm5kX_E.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=8c01d4612db4e1f8066b2068c088084d,Cannondale,Full Suspension Mountain Bikes,Red,"19""",Large,Unisex,Cross Country,Carbon,"29""",SRAM X01 Eagle,New,In-store,186525226,WI,Green Bay,.
13,13072,Trek Top Fuel 9.7 2018,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/trek/ut/salt-lake-city/top-fuel-9-7/152813632,5200.0,https://marketplacer.imgix.net/yR/YMvt_AV1kcLKH6N_ubptYGwM0?auto=format&fm=pjpg&fit=max&w=640&h=576&s=323081028e417791b41657a94298d4d4,Trek,Full Suspension Mountain Bikes,Matte Silver,"21.5""",XL,Unisex,Cross Country,Carbon,"29""",SRAM GX,Used,In-store,152813632,UT,Salt Lake City,.
14,13073,Specialized Epic Fsr Expert Carbon 29 2016,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/specialized/il/orland-park/epic-fsr-expert-carbon-29/117387535,4400.0,https://marketplacer.imgix.net/Xi/WsIUX2Fmv7Qlkv_5jcRMrGYK0.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=c65d1f329a9cf6594ba3c2d35967c505,Specialized,Full Suspension Mountain Bikes,Red,"17""",Medium,Unisex,Cross Country,Carbon,"29""",Shimano XTR,New,In-store,117387535,IL,Orland Park,.
15,13074,Yeti Sb130 X01 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/yeti/ca/redwood-city/sb130-x01/164289014,5299.0,https://marketplacer.imgix.net/Sk/oQzJY1VBTvbm6MqU2bsODVGi8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=90740ba591e5dab9e889de51df1387ee,Yeti,Full Suspension Mountain Bikes,"Black, Light Blue, Teal","15.5"", 19.5""","Small, XL",Unisex,All Mountain,Carbon,"29""",SRAM X01 Eagle,Used,In-store,164289014,CA,Redwood City,.
16,13076,Scott Spark RC 900 Comp 2018,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/scott/wi/green-bay/spark-rc-900-comp/186519278,2399.25,https://marketplacer.imgix.net/gh/P4nSWeQb-gnvbCpd0mvDgz110.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=904ecbb7a401bbf65243588d2342f06d,Scott,Full Suspension Mountain Bikes,Black,"19""",Large,Unisex,Cross Country,Aluminum,"29""",SRAM GX Eagle,New,In-store,186519278,WI,Green Bay,.
17,13077,2018 Cannondale Trail 6,https://www.bikeexchange.com/a/hardtail-mountain-bikes/2018-cannondale/oh/west-chester/trail-6/143710070,599.99,https://marketplacer.imgix.net/io/dm9A8_rfnNXdpvehZtRospZHg.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=62d762a01b4960351f20d5255ffabdf4,2018 Cannondale,Hardtail Mountain Bikes,Blue,"17""",Medium,Unisex,Recreational,Aluminum,"29""",Shimano Acera,New,In-store,143710070,OH,West Chester,.
18,13078,2018 Cannondale Trail 6 27.5,https://www.bikeexchange.com/a/hardtail-mountain-bikes/2018-cannondale/oh/west-chester/trail-6-27-5/143710068,599.99,https://marketplacer.imgix.net/io/dm9A8_rfnNXdpvehZtRospZHg.ashx?auto=format&fm=pjpg&fit=max&w=640&h=576&s=62d762a01b4960351f20d5255ffabdf4,2018 Cannondale,Hardtail Mountain Bikes,Blue,"15.5""",Small,Unisex,Recreational,Aluminum,"27.5""",Shimano Acera,New,In-store,143710068,OH,West Chester,.
19,13079,Jamis Hardline A1 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/jamis/ca/pasadena/hardline-a1/139770511,2999.97,https://marketplacer.imgix.net/0i/Nffze64s9u-7m5S3MWElQrrac.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=78464f5e41d86fb44221c6ddd5cde356,Jamis,Full Suspension Mountain Bikes,Grey,"15.5"", 17"", 19""","Small, Medium, Large",Unisex,All Mountain,Aluminum,"27.5""",Shimano XT,New,In-store,139770511,CA,Pasadena,.
20,13080,Jamis Portal A1+ 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/jamis/ia/north-liberty/portal-a1/182191973,2999.99,https://marketplacer.imgix.net/wa/9NxYBAQPwOo2Q1wGSiYchymyg.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=f5419677dd68134cf37816fd99cb5252,Jamis,Full Suspension Mountain Bikes,.,.,.,Unisex,All Mountain,Aluminum,"27.5""",Shimano XT,New,"Pick Up In Store, Buy online",182191973,IA,North Liberty,.
21,13081,Jamis Hardline A2 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/jamis/ca/pasadena/hardline-a2/139831233,2249.97,https://marketplacer.imgix.net/3O/LH8vmJ47fRp0V_7W5aaKj3Lw4.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=c9a932bbb6ba7caac438f3bf3f681bfc,Jamis,Full Suspension Mountain Bikes,Black,"14.5"", 17"", 21""","XS, Medium, XL",Unisex,All Mountain,Aluminum,"27.5""",Shimano SLX,New,In-store,139831233,CA,Pasadena,.
22,13082,Jamis Portal A2 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/jamis/ca/pasadena/portal-a2/139849655,2249.97,https://marketplacer.imgix.net/9q/L5NEthinju_HikSoCUlFkpRxQ.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=209f3adc928645591c695ae5d6841bfa,Jamis,Full Suspension Mountain Bikes,Black,"15.5""",Small,Unisex,All Mountain,Aluminum,"29""",Shimano SLX,New,In-store,139849655,CA,Pasadena,.
23,13083,Giant Anthem Advanced 2 ,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/ca/los-angeles/giant-anthem-advanced-2/141485482,2699.0,https://marketplacer.imgix.net/Y8/IP_T8EMW6p-RlRYSCI5E2QJgk.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=a39981924466cf98f857d22b39af61c5,Giant,Full Suspension Mountain Bikes,.,.,.,Unisex,Cross Country,Carbon,"27.5""",SRAM X9,New,"Pick Up In Store, In-store",141485482,CA,Los Angeles,.
24,13084,Scott Spark RC 900 World Cup 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/scott/ca/los-angeles/spark-rc-900-world-cup/146256116,4800.0,https://marketplacer.imgix.net/cd/1h_r7vZzFA-eGxMI-BuXeFspw.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=3b9feb5ea48809618057220cc05a9a83,Scott,Full Suspension Mountain Bikes,Yellow,"15.5"", 17.5"", 19"", 21""","Small, Medium, Large, XL",Unisex,Cross Country,Carbon,"29""",SRAM XX1 Eagle,New,In-store,146256116,CA,Los Angeles,.
25,13085,Giant Anthem 29er 1 2018,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/ky/campbellsville/anthem-29er-1/115753637,3000.0,https://marketplacer.imgix.net/9A/4qXpKulUS_qjszGx2J6ncef3g.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=f89fef44c0ff23afa6e987ce6aaaf064,Giant,Full Suspension Mountain Bikes,Matte Black,"19.5""",Large,Unisex,Cross Country,Aluminum,"29""",SRAM GX Eagle,Used,In-store,115753637,KY,Campbellsville,.
26,13086,Scott Spark 940 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/scott/wi/green-bay/spark-940/186524842,2559.2,https://marketplacer.imgix.net/lF/r1x3IE-Yx8_8L-vnf2LLBss_M.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=bd86f23b62495852f4fd3703cd73020c,Scott,Full Suspension Mountain Bikes,Black,"19""",Large,Unisex,Cross Country,Aluminum,"29""",SRAM GX Eagle,New,In-store,186524842,WI,Green Bay,.
27,13087,Jamis Dragonslayer S1 MTB Mid Fat Bicycle Charcoal 27.5+ SRAM GX 1x 12 Speed 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/other/il/springfield/jamis-dragonslayer-s1-mtb-mid-fat-bicycle-charcoal-27-5-sram-gx-1x-12-speed/184706707,1999.0,https://marketplacer.imgix.net/GK/iEocMQ924MeLJOnmw8iVhwZcI.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=17ab818a1b6142bb97c70eaa5b8c472f,Other,Hardtail Mountain Bikes,.,.,.,Unisex,All Mountain,Steel,"27.5""",SRAM GX Eagle,New,"Pick Up In Store, Buy online",184706707,IL,Springfield,.
28,13088,Trek Procaliber 9.6,https://www.bikeexchange.com/a/hardtail-mountain-bikes/trek/ut/bountiful/procaliber-9-6/152813533,1999.99,https://marketplacer.imgix.net/xi/DO4keZfQjwLndJaAWBf4nkMgM.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=a43505e29cbddce3afda11f789ace218,Trek,Hardtail Mountain Bikes,Red,"18.5""",Large,Unisex,Cross Country,Carbon,"29""",Shimano Deore XT,New,In-store,152813533,UT,Bountiful,.
29,13089,Trek Procaliber 9.6,https://www.bikeexchange.com/a/hardtail-mountain-bikes/trek/ut/salt-lake-city/procaliber-9-6/152813631,1999.99,https://marketplacer.imgix.net/xi/DO4keZfQjwLndJaAWBf4nkMgM.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=a43505e29cbddce3afda11f789ace218,Trek,Hardtail Mountain Bikes,Red,"18.5""",Large,Unisex,Cross Country,Carbon,"29""",Shimano Deore XT,New,In-store,152813631,UT,Salt Lake City,.
30,13090,Orbea Orbra Oiz H 30 Full suspension 2020,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/orbea/or/beaverton/orbra-oiz-h-30-full-suspension/184170987,2079.99,https://marketplacer.imgix.net/My/TagMvcpvgp1hsxuBV5D8vDpVE.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=921508844b9785eeb0f29d322790472c,Orbea,Full Suspension Mountain Bikes,Red,"17""",Medium,Unisex,All Mountain,Aluminum,"29""",Shimano SLX,New,In-store,184170987,OR,Beaverton,.
31,13091,Cannondale Jekyll Carbon 2 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/ct/southbury/jekyll-carbon-2/173152575,4799.99,https://marketplacer.imgix.net/Qc/svpN5uBHbcUsi7QOaQfuQETTU.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=0ed70fcf5f54984669e846b6cf28933b,Cannondale,Full Suspension Mountain Bikes,Yellow,"17""",Medium,Unisex,Trail,Carbon,"27.5""",SRAM X01 Eagle,New,In-store,173152575,CT,Southbury,.
32,13092,Salsa Timberjack Deore 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/salsa/ca/pasadena/timberjack-deore/139592446,999.97,https://marketplacer.imgix.net/w5/ay4Bbp2C96_HXnN0ijGiAlVh8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=ef01ab14c5c460b17e3229e6622be325,Salsa,Hardtail Mountain Bikes,"Red, Teal","21""",XL,Unisex,Trail,Aluminum,"27.5""",Shimano Deore,New,In-store,139592446,CA,Pasadena,.
33,13093,Trek Fuel Ex 9.8 27.5 Plus 2017,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/trek/md/ellicott-city/fuel-ex-9-8-27-5-plus/160143474,4299.99,https://marketplacer.imgix.net/g0/ntIIavZfZkWT3sOc3MMRhO98g?auto=format&fm=pjpg&fit=max&w=640&h=576&s=a81fbd0ef87e49ee3d37e010b6a146c6,Trek,Full Suspension Mountain Bikes,All Black,"17.5""",Small,Unisex,Trail,Carbon,"27.5""",Shimano Deore XT,New,In-store,160143474,MD,Ellicott City,.
34,13094,Kona Big Honzo ST 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/kona/id/boise/big-honzo-st/153833615,1950.0,https://marketplacer.imgix.net/x_/ngdjEZtlZcYaJPR7fC5D87c_U.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=66a26d73b8d31978c180df9567d83b5f,Kona,Hardtail Mountain Bikes,Navy Blue,"14.5"", 16.5""","Small, Medium",Unisex,Trail,Chromoly,"27.5""",SRAM NX,New,In-store,153833615,ID,Boise,.
35,13095,Salsa Timberjack SLX 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/salsa/ca/pasadena/timberjack-slx/139718349,1299.97,https://marketplacer.imgix.net/x6/mdfDrVFaudyPY_T0jg9Z3HZGU.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=0fd72100d1f89e4c7421531bbc84d144,Salsa,Hardtail Mountain Bikes,Pink,"19"", 21""","Large, XL",Unisex,Trail,Aluminum,"27.5""",Shimano SLX,New,In-store,139718349,CA,Pasadena,.
36,13096,Orbea O CC Am Am M30 19 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/orbea/ca/redwood-city/occam-am-m30-19/164619256,3299.0,https://marketplacer.imgix.net/xQ/VWCT9zvYSPglPzm1Wygaho7u8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=709747003a7aa5a5b4a2836a822e6c8b,Orbea,Full Suspension Mountain Bikes,"Green, Red","15.5"", 17"", 18.5""","Small, Medium, Large",Unisex,All Mountain,Carbon,"27.5""",SRAM NX,New,In-store,164619256,CA,Redwood City,.
37,13097,Cannondale Habit 4 AL LG Midnight 29 2020,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/cannondale/ut/moab/cannondale-habit-4-al-lg-midnight-29-2020/152394831,2700.0,https://marketplacer.imgix.net/36/tmUTLG-bHpD0R5CB3h803BNHk.png?auto=format&fm=pjpg&fit=max&w=640&h=576&s=c185df898cd1625f30775c4ca1af4541,Cannondale,Full Suspension Mountain Bikes,.,.,.,Unisex,Trail,Aluminum,"29""",SRAM NX,Used,"Pick Up In Store, In-store",152394831,UT,Moab,.
38,13098,Trek Roscoe 6 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/trek/mn/anoka/roscoe-6/159201521,849.99,https://marketplacer.imgix.net/lL/yEnU5a2gdKFwJ1r9cjroLGBoY?auto=format&fm=pjpg&fit=max&w=640&h=576&s=f45d616521aa2d1c6746e71ebfbcc5c5,Trek,Hardtail Mountain Bikes,Black,"13.5"", 19.5""","XS, L/XL",Unisex,Trail,Aluminum,"27.5""",Shimano Deore,New,In-store,159201521,MN,Anoka,.
39,13099,Fuji Rakan 29 1.5 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/fuji/ia/north-liberty/rakan-29-1-5/186380150,2099.99,https://marketplacer.imgix.net/ux/6Ui9CsLd6BFZD3t3zkePKq_XM.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=84e8f02a98120b48658fe3fb42dc04d4,Fuji,Full Suspension Mountain Bikes,.,.,.,Unisex,Trail,Aluminum,"29""",Shimano Deore,New,"Pick Up In Store, Buy online",186380150,IA,North Liberty,.
40,13100,Giant Anthem 29er 2 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/id/boise/anthem-29er-2/171837677,2499.0,https://marketplacer.imgix.net/Su/rJZiKWCQJFcdqQEVLw4dPh3Z8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=0a64d26ac2abe94c0d86f89d51c0ddb7,Giant,Full Suspension Mountain Bikes,Black,"17""",Medium,Unisex,Cross Country,Aluminum,"29""",SRAM NX,New,In-store,171837677,ID,Boise,.
41,13101,KHS Sixfifty 6600+ 2018,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/khs/il/mount-vernon/sixfifty-6600/123955023,3673.33,https://marketplacer.imgix.net/dn/N2Lv70YUiITnR9DGVQ_MoAnlE.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=dde1a7f07a4e20c2127fad245750c00f,KHS,Full Suspension Mountain Bikes,Blue,"17""",Medium,Unisex,Enduro,Carbon,"27.5""",Shimano XT,New,In-store,123955023,IL,Mount Vernon,.
42,13102,Giant Trance Advanced Pro 29er 1 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/ky/louisville/trance-advanced-pro-29er-1/141179874,4499.0,https://marketplacer.imgix.net/J5/6iAHRWjf8VJvqxG778pm7PTkw.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=dc22469c5eb183e6bc620e361525d361,Giant,Full Suspension Mountain Bikes,Green,"17""",Medium,Unisex,Trail,Carbon,"29""",SRAM GX Eagle,New,In-store,141179874,KY,Louisville,.
43,13103,Scott Scale RC 900 World Cup 2019,https://www.bikeexchange.com/a/hardtail-mountain-bikes/scott/ca/los-angeles/scale-rc-900-world-cup/146256107,5000.0,https://marketplacer.imgix.net/sb/Y2gLMcLknOQumWW8BOBv16wjo.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=5b67ab2b679164995ed129f5cbb86745,Scott,Hardtail Mountain Bikes,Yellow,"15.5"", 17.5"", 19"", 21""","Small, Medium, Large, XL",Unisex,Cross Country,Carbon,"29""",SRAM XX1 Eagle,New,In-store,146256107,CA,Los Angeles,.
44,13104,Giant Trance Advanced Pro 29er 2 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/giant/ky/louisville/trance-advanced-pro-29er-2/141179861,3899.0,https://marketplacer.imgix.net/rp/FUiE54zvDCOtqOZOa8K0qtNjw.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=76cefb96a9af856e38a399fd9c39734b,Giant,Full Suspension Mountain Bikes,"Grey, Red","17""",Medium,Unisex,Trail,Carbon,"29""",SRAM NX,New,In-store,141179861,KY,Louisville,.
45,13105,Trek Slash 9.7 29 2018,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/trek/md/columbia/slash-9-7-29/160139146,3899.99,https://marketplacer.imgix.net/BD/uxzNTG9_afWZblqR38BSEwBG8?auto=format&fm=pjpg&fit=max&w=640&h=576&s=31d2074f52b0b969d14a847879be7196,Trek,Full Suspension Mountain Bikes,Beige,"19.5""",Large,Unisex,Trail,Carbon,"29""",SRAM NX,New,In-store,160139146,MD,Columbia,.
46,13106,Orbea O CC Am Tr M30 19 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/orbea/ca/redwood-city/occam-tr-m30-19/164458397,3499.0,https://marketplacer.imgix.net/EE/26r_JFJZeTyV3fsjqkuJnNqE8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=522726694bddff9c609e786102de1407,Orbea,Full Suspension Mountain Bikes,"Black, Red","15.5"", 17"", 18.5""","Small, Medium, Large",Unisex,Trail,Carbon,"27.5""",SRAM NX,New,In-store,164458397,CA,Redwood City,.
47,13107,Specialized Rockhopper 29 2018,https://www.bikeexchange.com/a/hardtail-mountain-bikes/specialized/oh/west-chester/rockhopper-29/143710051,489.99,https://marketplacer.imgix.net/9N/jN1BVeEObfardDBbU008wG2r0?auto=format&fm=pjpg&fit=max&w=640&h=576&s=762989b7463fbf05ec3c0072f42110bc,Specialized,Hardtail Mountain Bikes,Green,"15.5"", 18.5""","Small, Large",Unisex,Cross Country,Aluminum,"29""",Shimano Tourney,New,In-store,143710051,OH,West Chester,.
48,13108,Fuji Reveal 27.5 1.3 2020,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/fuji/tx/colleyville/reveal-27-5-1-3/183856074,1399.99,https://marketplacer.imgix.net/2F/B-cqnPoqu-VMKeEpyYVdMgmBg.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=e844aee5b7871c005d01e70708959b84,Fuji,Full Suspension Mountain Bikes,.,.,.,Unisex,Trail,Aluminum,"27.5""",Shimano Deore,New,"Pick Up In Store, Buy online",183856074,TX,Colleyville,.
49,13109,Cannondale Foray 3 2016,https://www.bikeexchange.com/a/hardtail-mountain-bikes/cannondale/ks/overland-park/foray-3/102793075,439.99,https://marketplacer.imgix.net/qD/0JTdNwEUtaLCKYks5-4EkgfU8.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=b4c26bb6966065859aecb80f34147b3d,Cannondale,Hardtail Mountain Bikes,"Blue, Grey","13"", 15"", 17"", 19""","XS, Small, Medium, Large",Unisex,Recreational,Aluminum,"27.5""",Shimano Tourney,New,In-store,102793075,KS,Overland Park,.
50,13110,Kona Hei Hei 2019,https://www.bikeexchange.com/a/full-suspension-mountain-bikes/kona/nc/greensboro/hei-hei/179367367,2300.0,https://marketplacer.imgix.net/J6/rWnanah33PY4G_M4DI9fdi2jE.jpg?auto=format&fm=pjpg&fit=max&w=640&h=576&s=cbe339be140fe8e9f3c53af5ad3cecb1,Kona,Full Suspension Mountain Bikes,Teal,"21""",XL,Unisex,Cross Country,Aluminum,"29""",SRAM NX,New,In-store,179367367,NC,Greensboro,.
